ID_Eventos,FechaHora,ID_Sitio,Nombre_Actividad,Cantidad,Camera,Descripcion,ID_Usuario,Eventoscol
2244,"2025-11-19 03:29:03",291,"OMNIA Crash",0,,"SPLIT13/ST8  BACK 03:34 A.M",74,NULL
2245,"2025-11-19 03:29:31",289,"Delivery in",1,21,"3:41 Out",94,NULL
2246,"2025-11-19 03:37:24",193,Delivery,1,15,"Ryder, left at 3:48",72,NULL
2247,"2025-11-19 03:45:16",198,"Cleaner out",3,11,"white suv",59,NULL
2248,"2025-11-19 03:45:32",318,"Cleaner on site",1,26,,56,NULL
2249,"2025-11-19 03:46:33",133,"Delivery in",0,14,"penske out: 4:14",75,NULL
2250,"2025-11-19 03:47:27",118,"Cleaner out",1,6,"White Van",13,NULL
2251,"2025-11-19 03:47:47",141,"Delivery in",0,17,"out: 4:10",75,NULL
2252,"2025-11-19 03:09:30",299,"First Employee",1,04,"Silver Sedan",11,NULL
2253,"2025-11-19 03:49:21",120,"Cleaner in",1,27a,"white van / OUT 5:50",59,NULL
2254,"2025-11-19 03:49:16",131,Delivery,1,9,Penske,72,NULL
2255,"2025-11-19 03:51:15",133,Dropoff,7,05,"by car hauler 7 vehicles",75,NULL
2256,"2025-11-19 03:53:27",151,Delivery,1,20,,72,NULL
2257,"2025-11-19 03:55:39",231,"Cleaner out",2,29,"BLUE SEDAN",74,NULL
2258,"2025-11-19 03:59:37",121,"Delivery out",1,4,,45,NULL
2259,"2025-11-19 04:00:31",260,"Cleaner out",2,10,"WHITE S.U.V",74,NULL
2260,"2025-11-19 04:02:08",315,Delivery,0,17,"left at 4:13",27,NULL
2261,"2025-11-19 04:02:30",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",12,NULL
2262,"2025-11-19 03:52:51",145,"Cleaner out",0,32,,31,NULL
2263,"2025-11-19 04:03:54",151,"Delivery out",0,17,,39,NULL
2265,"2025-11-19 04:03:18",344,"Employee on site",1,21,,19,NULL
2267,"2025-11-19 04:00:16",291,"Took station over",1,,"took station split 13 st 3/omnia/Brahian G/Break covering",14,NULL
2268,"2025-11-19 04:08:07",353,Delivery,0,10,"left at 4:17",27,NULL
2269,"2025-11-19 04:08:48",338,"Charging Station",1,4,"Grey SUV",69,NULL
2270,"2025-11-19 04:09:37",121,"Employee on site",1,1,"Gray suv",45,NULL
2271,"2025-11-19 04:10:05",323,"Delivery in",1,06,penske,20,NULL
2272,"2025-11-19 04:11:25",323,"Delivery in",1,06,penske,20,NULL
2273,"2025-11-19 04:12:48",164,"Employee on site",1,20,Vigilante,40,NULL
2274,"2025-11-19 04:14:16",289,"Cleaner out",2,,"Report Call",94,NULL
2275,"2025-11-19 04:14:53",343,Delivery,0,7,"left at 4:45",27,NULL
2276,"2025-11-19 04:16:30",275,Delivery,1,15,,56,NULL
2277,"2025-11-19 04:16:51",303,"First Employee",1,20,,19,NULL
2278,"2025-11-19 04:17:19",286,"Security Patroling",1,01,,80,NULL
2279,"2025-11-19 04:17:54",159,"Delivery in",1,69,"penske, left at 4:30 am",20,NULL
2280,"2025-11-19 04:19:55",345,"First Employee",1,20,"white suv",36,NULL
2281,"2025-11-19 04:21:47",133,"First Employee",0,05,"gray sedan",75,NULL
2282,"2025-11-19 04:21:52",280,"Delivery in",1,26,"left out 4.44am",80,NULL
2283,"2025-11-19 04:23:08",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",16,NULL
2284,"2025-11-19 04:21:28",323,"Delivery in",1,06,penske,20,NULL
2285,"2025-11-19 04:23:42",275,Delivery,1,15,"out 4:41",59,NULL
2286,"2025-11-19 04:22:54",298,Delivery,0,3,"Mckinney/Out 4:37",69,NULL
2287,"2025-11-19 04:26:29",279,Delivery,1,7,"DHL OUT 4:38",79,NULL
2288,"2025-11-19 01:00:00",291,"Change Split",1,,13/5,59,NULL
2289,"2025-11-19 04:31:37",217,Delivery,1,06/05,"out 4:52",59,NULL
2290,"2025-11-19 04:34:16",323,"Delivery in",1,06,penske,20,NULL
2291,"2025-11-19 04:36:29",342,Dropoff,1,11,"WHITE  PICK UP",71,NULL
2292,"2025-11-19 04:41:01",341,"First Employee",0,8,,27,NULL
2293,"2025-11-19 04:40:29",126,"First Employee",1,19,"suv red",91,NULL
2294,"2025-11-19 04:41:32",137,"First Employee",1,13,"suv blanco",91,NULL
2295,"2025-11-19 04:43:44",292,"First Employee",1,8,"WHITE PICK UP",71,NULL
2296,"2025-11-19 04:45:01",278,"Police Patroling",1,04,,91,NULL
2297,"2025-11-19 04:47:00",262,"Late Employee",1,23,"gray sedan - closed the gate",32,NULL
2298,"2025-11-19 04:47:19",266,"Delivery in",1,83,"truck blanco",77,NULL
2299,"2025-11-19 04:46:01",318,"Cleaner out",1,07,"red SUV",20,NULL
2300,"2025-11-19 04:50:24",189,"First Employee",1,13,"black SUV",20,NULL
2301,"2025-11-19 04:53:17",344,"Employee in",1,22,,19,NULL
2302,"2025-11-19 04:56:43",292,Delivery,1,16,"ON RENT OUT",71,NULL
2303,"2025-11-19 04:57:25",249,"Delivery in",1,21,"out 5;17",91,NULL
2304,"2025-11-19 04:57:31",324,Dropoff,1,03,"carhauler bring black sedan",36,NULL
2305,"2025-11-19 05:00:45",164,"First Employee",1,05,"Suv gray",40,NULL
2306,"2025-11-19 05:01:10",346,"Cleaner in",1,22,,80,NULL
2307,"2025-11-19 05:01:38",324,"First Employee",1,24,"White Pick up truck",36,NULL
2308,"2025-11-19 05:03:55",118,"First Employee",0,5,,25,NULL
2309,"2025-11-19 05:06:52",195,"First Employee",1,39,"Sedan gris",31,NULL
2310,"2025-11-19 05:06:47",213,Delivery,1,19,"Left at 5:15",72,NULL
2311,"2025-11-19 05:07:38",220,"First Employee",1,03,"4x4 azul oscuro",91,NULL
2312,"2025-11-19 04:57:30",323,"Delivery out",1,04,penske,20,NULL
2314,"2025-11-19 05:09:58",299,"Cleaner on site",1,19,"suv silver",34,NULL
2315,"2025-11-19 05:10:09",217,"First Employee",1,11,"black yep",59,NULL
2316,"2025-11-19 05:07:22",323,"Delivery out",2,04,penske,20,NULL
2317,"2025-11-19 05:12:26",125,"Cleaner on site",0,27,,35,NULL
2318,"2025-11-19 05:11:50",193,"Employee in",1,1,,72,NULL
2319,"2025-11-19 05:12:23",235,"First Employee",1,33,"Black SUV",22,NULL
2320,"2025-11-19 05:13:00",219,"Delivery in",1,22,"Out 5:15",31,NULL
2321,"2025-11-19 05:13:24",292,"Delivery out",0,16,,13,NULL
2322,"2025-11-19 05:00:20",291,"Took station over",0,,"LUX 9 del 9",13,NULL
2324,"2025-11-19 05:00:05",291,"Took station over",0,,"9/8 lux",39,NULL
2325,"2025-11-19 05:14:44",266,"First Employee",0,71,,9,NULL
2326,"2025-11-19 05:16:48",127,"First Employee",0,36,,25,NULL
2327,"2025-11-19 05:16:20",238,"Delivery out",1,16,,56,NULL
2328,"2025-11-19 05:15:26",355,"Delivery in",1,40,"out at 5:42am",19,NULL
2329,"2025-11-19 05:18:51",214,Delivery,1,9,"OUT 5:37",79,NULL
2330,"2025-11-19 05:19:18",162,"First Employee",1,51,"Black Suv",11,NULL
2331,"2025-11-19 05:21:35",238,"Cleaner on site",1,18,"Penske - Out: 5:28",31,NULL
2332,"2025-11-19 05:22:58",128,"First Employee",0,43,,9,NULL
2333,"2025-11-19 05:23:40",240,"Delivery in",1,23,out,91,NULL
2334,"2025-11-19 05:26:00",176,"First Employee",1,2,"RED SEDAN",79,NULL
2335,"2025-11-19 05:22:17",305,"Employee on site",1,14,"PICKUP TRUCK WHITE",34,NULL
2336,"2025-11-19 05:26:55",201,"Delivery in",1,19,"PENSKE / LEFT AT 6:00 A.M",74,NULL
2337,"2025-11-19 05:27:01",348,"First Employee",1,27,,94,NULL
2338,"2025-11-19 05:27:17",322,"First Employee",1,05,"Red suv",36,NULL
2339,"2025-11-19 05:29:38",340,"first employee",1,15,"black suv",36,NULL
2340,"2025-11-19 05:28:00",355,"Employee on site",1,114,,19,NULL
2341,"2025-11-19 05:29:28",135,"Contractor in",2,06,,9,NULL
2342,"2025-11-19 05:31:47",281,"Employee on site",1,15,"GRAY SEDAN",34,NULL
2343,"2025-11-19 05:31:29",316,"Employee in",1,06,,80,NULL
2344,"2025-11-19 05:26:25",307,"Delivery in",1,13,,34,NULL
2345,"2025-11-19 05:32:48",307,"Delivery out",1,13,,34,NULL
2346,"2025-11-19 05:32:31",220,"First Employee",1,11,"suv blanca",91,NULL
2347,"2025-11-19 05:34:40",236,"First Employee",0,09,"GRAY SUV",35,NULL
2348,"2025-11-19 05:36:01",152,Delivery,0,20,"Delivery penske - Out  5:49",31,NULL
2349,"2025-11-19 05:36:21",230,Delivery,1,03,,59,NULL
2350,"2025-11-19 05:36:29",129,"First Employee",0,15,,9,NULL
2351,"2025-11-19 05:36:40",240,"Delivery in",0,17,"out 5:40",91,NULL
2352,"2025-11-19 05:37:08",167,"First Employee",1,32,"Gray SUV",22,NULL
2353,"2025-11-19 05:38:11",230,"First Employee",1,17,"grey haschback",59,NULL
2354,"2025-11-19 05:38:32",249,"Garbage Truck",0,12,"out 5:49",91,NULL
2355,"2025-11-19 05:40:25",191,"First Employee",1,,,56,NULL
2356,"2025-11-19 05:40:30",131,"First Employee",1,5,"Grey SUV",72,NULL
2357,"2025-11-19 05:41:32",191,"First Employee",0,03,"sedan black",56,NULL
2358,"2025-11-19 05:39:11",338,"First Employee",1,07,"red pick up truck",39,NULL
2359,"2025-11-19 05:42:33",199,"Employee on site",5,06,"PICKUP TRUCK BLACK, SUV SILVER, SUV SILVER, PICKUP WHITE, PICKUP  BLACK",34,NULL
2360,"2025-11-19 05:42:46",318,"Cleaner out",2,12,"gray sedan, reported by call",20,NULL
2361,"2025-11-19 05:43:34",179,"First Employee",1,04,"black SUV",59,NULL
2362,"2025-11-19 05:43:36",190,"First Employee",0,23,,9,NULL
2363,"2025-11-19 05:43:59",126,"Employee in",1,10,,91,NULL
2364,"2025-11-19 05:46:07",176,Delivery,1,4,"OUT 5:55",79,NULL
2365,"2025-11-19 05:42:59",301,"First Employee",1,02/15,"arrived in a red put",20,NULL
2366,"2025-11-19 05:47:33",331,"First Employee",1,6,"black suv",13,NULL
2367,"2025-11-19 05:48:31",119,"First Employee",0,36a,"white pickup truck",27,NULL
2368,"2025-11-19 05:48:22",126,"Detailer in",1,61,,91,NULL
2369,"2025-11-19 05:48:42",215,"First Employee",1,21,"Red Sedan",22,NULL
2370,"2025-11-19 05:45:58",191,"First Employee",2,03,"black pick up",75,NULL
2371,"2025-11-19 05:49:08",220,"Detailer on site",1,18,,91,NULL
2372,"2025-11-19 05:51:38",279,"First Employee",2,26,"SILVER SUV",79,NULL
2373,"2025-11-19 05:53:18",342,"First Employee",1,3,,13,NULL
2374,"2025-11-19 05:53:50",125,"Delivery in",0,05,"UMBRAND /",35,NULL
2375,"2025-11-19 05:54:04",324,Delivery,1,23,,56,NULL
2376,"2025-11-19 05:54:23",288,Dropoff,8,31,,19,NULL
2377,"2025-11-19 05:55:30",339,"Delivery in",1,15,,19,NULL
2378,"2025-11-19 05:56:44",341,"Delivery in",0,8,,27,NULL
2379,"2025-11-19 06:00:34",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",75,NULL
2380,"2025-11-19 06:00:44",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",11,NULL
2381,"2025-11-19 06:03:19",190,Dropoff,1,08,"suv black",56,NULL
2382,"2025-11-19 06:03:04",262,"Delivery in",1,08,"TCI- LEFT  AT 4:39AM",32,NULL
2383,"2025-11-19 06:04:58",283,"First Employee",0,12,"gray pickup truck",27,NULL
2384,"2025-11-19 06:05:20",214,Delivery,1,12,"OUT 6:10",79,NULL
2385,"2025-11-19 06:05:24",270,"Security Patroling",1,5,"suv blanco security",77,NULL
2386,"2025-11-19 06:07:27",225,"First Employee",0,20,"BLACK PICKUP TRUCK",35,NULL
2387,"2025-11-19 06:08:17",266,"Employee in",1,31,"llega en sedan color plata",77,NULL
2388,"2025-11-19 06:09:34",171,Dropoff,1,32,"Black pickup truck",45,NULL
2389,"2025-11-19 06:09:57",307,"Employee on site",1,18,"PICKTRUCK SILVER",34,NULL
2390,"2025-11-19 06:10:35",272,"Delivery in",1,06,"Out 6:32",31,NULL
2391,"2025-11-19 06:10:35",199,"Garbage Truck",1,05,,74,NULL
2392,"2025-11-19 05:10:02",201,"First Employee",1,15,"GRAY SEDAN",32,NULL
2393,"2025-11-19 06:12:21",284,"Delivery in",1,06,PENSKE,74,NULL
2394,"2025-11-19 06:13:20",353,"First Employee",0,15,,27,NULL
2395,"2025-11-19 06:13:28",307,"Employee on site",1,17,,34,NULL
2396,"2025-11-19 06:12:00",288,"Employee in",1,34,,19,NULL
2397,"2025-11-19 05:46:31",193,"First Employee",1,16,,72,NULL
2398,"2025-11-19 06:16:23",274,"Delivery in",1,09,,22,NULL
2399,"2025-11-19 06:17:06",259,"First Employee",0,3A,"white pickup truck",27,NULL
2400,"2025-11-19 06:17:02",151,"First Employee",0,20,"Grey pickup truck",72,NULL
2401,"2025-11-19 06:19:38",171,"First Employee",1,32,"BLACK SUV",45,NULL
2402,"2025-11-19 06:18:00",147,"First Employee",0,06,"BLUE SUV",35,NULL
2403,"2025-11-19 06:21:43",266,"Employee in",1,71,"llega en pick truck 4x4 color gris",77,NULL
2404,"2025-11-19 06:22:36",350,"Employee in",1,8,"White Pick T.",94,NULL
2405,"2025-11-19 06:24:44",141,"Employee in",2,18,"GRAY SEDAN /GRAY SUV",45,NULL
2406,"2025-11-19 06:26:24",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",85,NULL
2407,"2025-11-19 06:25:59",286,"Delivery in",1,02,"left out 6.27 am",80,NULL
2408,"2025-11-19 06:26:48",307,"Employee on site",1,18,,34,NULL
2409,"2025-11-19 06:27:28",315,"First Employee",0,15,"red suv",27,NULL
2410,"2025-11-19 06:27:41",144,"Garbage Truck",1,25,"OUT 6:29",79,NULL
2411,"2025-11-19 06:25:22",216,"First Employee",1,04,"Pick Truck gray",40,NULL
2412,"2025-11-19 06:29:08",323,"First Employee",2,10,"BLUE PICK-UP",74,NULL
2413,"2025-11-19 06:31:55",291,"START SHIFT",0,,"Do Not Edit - No Editar",15,NULL
2414,"2025-11-19 06:31:57",278,"Employee on site",1,10,"suv gris",91,NULL
2415,"2025-11-19 06:31:59",270,"Delivery in",1,5,"truck color blanco",77,NULL
2416,"2025-11-19 06:33:00",239,"First Employee",1,2,,69,NULL
2417,"2025-11-19 06:32:24",354,"First Employee",1,06,"RED PICK-UP",74,NULL
2419,"2025-11-19 06:31:07",150,"Delivery in",1,02,"LEFT AT  6:50 A.M",32,NULL
2420,"2025-11-19 06:34:57",182,Dropoff,1,1,"White SUV",69,NULL
2421,"2025-11-19 06:36:19",271,"First Employee",1,27,"BLUE SUV",32,NULL
2422,"2025-11-19 06:35:36",284,"Delivery out",0,06,penske,39,NULL
2423,"2025-11-19 06:34:40",223,"Detailer on site",1,53,,69,NULL
2424,"2025-11-19 06:38:08",249,"Employee in",2,37,"suv gris",91,NULL
2425,"2025-11-19 06:39:13",165,"First Employee",0,6,,25,NULL
2426,"2025-11-19 06:35:51",138,"First Employee",1,01,"Picka truck vinotinto",40,NULL
2427,"2025-11-19 06:44:07",166,"First Employee",1,51,,79,NULL
2428,"2025-11-19 06:52:24",225,Delivery,0,53,UMBRAND,35,NULL
2429,"2025-11-19 06:53:17",283,Delivery,0,19,,27,NULL
2430,"2025-11-19 06:51:09",214,"First Employee",1,10,"SILVER SEDAN",79,NULL
2432,"2025-11-19 07:00:36",291,"Change Split",0,,5/3,35,NULL
2433,"2025-11-19 06:55:26",141,Delivery,0,1,Penske,69,NULL
2434,"2025-11-19 06:56:14",147,Delivery,0,07,UMBDRAND,35,NULL
2435,"2025-11-19 06:57:45",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",72,NULL
2436,"2025-11-19 06:58:04",302,"First Employee",1,5,"Red pickup",13,NULL
2437,"2025-11-19 07:00:01",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",77,NULL
2438,"2025-11-19 07:00:11",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",79,NULL
2439,"2025-11-19 07:00:17",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",91,NULL
2440,"2025-11-19 07:00:19",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",34,NULL
2441,"2025-11-19 07:00:32",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",39,NULL
2442,"2025-11-19 07:00:21",291,"Change Station",5,N/A,"lux riot station 2  split 2",32,NULL
2443,"2025-11-19 07:00:44",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",80,NULL
2444,"2025-11-19 07:00:47",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",25,NULL
2445,"2025-11-19 07:00:48",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",19,NULL
2446,"2025-11-19 07:00:49",291,"START SHIFT",0,,"Do Not Edit - No Editar",80,NULL
2447,"2025-11-19 07:00:52",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",20,NULL
2448,"2025-11-19 07:00:54",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",36,NULL
2449,"2025-11-19 07:01:16",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",94,NULL
2450,"2025-11-19 07:01:18",291,"START SHIFT",0,,"Do Not Edit - No Editar",40,NULL
2451,"2025-11-19 07:01:34",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",40,NULL
2452,"2025-11-19 07:01:45",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",31,NULL
2453,"2025-11-19 07:01:52",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",27,NULL
2454,"2025-11-19 07:02:06",291,"Took station over",0,,"2 del 5",13,NULL
2455,"2025-11-19 07:02:19",291,"Change Station",0,,"Split 5 Station 1",69,NULL
2456,"2025-11-19 07:00:17",291,"Change Split",0,,LUXRIOT2/ST1,74,NULL
2457,"2025-11-19 07:02:58",291,"START SHIFT",0,,"Do Not Edit - No Editar",86,NULL
2458,"2025-11-19 07:05:31",130,"First Employee",1,21,"white pickup",13,NULL
2459,"2025-11-19 07:06:13",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",22,NULL
2460,"2025-11-19 07:00:39",291,"Took station over",0,,"Split 5 st 4",14,NULL
2461,"2025-11-19 07:00:27",291,"Change Split",0,,"5/5 OMNIA.",45,NULL
2462,"2025-11-19 07:10:04",284,"First Employee",1,19,"WHITE JEEP",74,NULL
2463,"2025-11-19 07:14:33",302,"First Employee",1,23,,32,NULL
2464,"2025-11-19 07:20:07",283,"Delivery out",1,19,XTRA,32,NULL
2465,"2025-11-19 07:20:26",174,"First Employee",1,12,"Red SUV",69,NULL
2466,"2025-11-19 07:26:32",283,"First Employee",1,14-40,,32,NULL
2467,"2025-11-19 07:48:36",298,"First Employee",1,11,,32,NULL
2468,"2025-11-19 07:55:45",260,"First Employee",1,2,"blue suv",13,NULL
2469,"2025-11-19 07:54:06",262,"First Employee",1,27,"Grey SUV",69,NULL
2470,"2025-11-19 08:00:39",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",13,NULL
2471,"2025-11-19 08:00:43",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",69,NULL
2472,"2025-11-19 08:00:48",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",45,NULL
2473,"2025-11-19 08:00:49",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",74,NULL
2474,"2025-11-19 08:00:53",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",32,NULL
2475,"2025-11-19 08:00:54",291,"START SHIFT",0,,"Do Not Edit - No Editar",65,NULL
2476,"2025-11-19 08:01:02",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",35,NULL
2477,"2025-11-19 08:01:05",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",14,NULL
2478,"2025-11-19 08:06:50",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",30,NULL
2479,"2025-11-19 08:15:47",144,"First Employee",1,8,"black sedan",65,NULL
2480,"2025-11-19 08:17:04",144,Delivery,1,8,"unbrand: stone ground bakery, out at 8:24",65,NULL
2481,"2025-11-19 08:28:20",144,"Employee in",1,26,"black off road",65,NULL
2482,"2025-11-19 08:38:47",144,"Employee in",1,1,"white suv",65,NULL
2483,"2025-11-19 09:08:50",302,"Contractor in",1,5,"white suv, out at 14:00",65,NULL
2484,"2025-11-19 10:14:13",144,Dropoff,5,29,"By (Yellow) car hauler, 4 black pickup truck, 1 white pick up truck, left at 10:37",65,NULL
2485,"2025-11-19 10:18:25",311,Delivery,1,2,"ups, out at 10:37",65,NULL
2486,"2025-11-19 10:27:43",144,Dropoff,2,31,"by silver flat bed, 2 white pick up, out at 11:11",65,NULL
2487,"2025-11-19 10:54:57",144,Delivery,1,1,"FedEx, out at 10:56",65,NULL
2488,"2025-11-19 10:50:05",144,Pickup,1,4,"parts pick up by a flatbed, out at 10:56",65,NULL
2489,"2025-11-19 11:15:05",144,Delivery,1,26,"Ryder, out at 11:22",65,NULL
2490,"2025-11-19 11:14:40",302,Delivery,1,"5,9","unbrand, out 12:13",65,NULL
2491,"2025-11-19 11:33:23",144,Delivery,1,1,"cornwell, out 12:41",65,NULL
2492,"2025-11-19 11:33:45",144,Delivery,1,8,"ups, out at 11:36",65,NULL
2493,"2025-11-19 11:43:07",144,Pickup,2,28,"by white flatbed, 2 white pick up truck, out at 12:16",65,NULL
2494,"2025-11-19 11:50:06",144,Delivery,1,1,"MME, out at 12:08",65,NULL
2495,"2025-11-19 12:14:31",144,Delivery,1,21,"unbrand, out at 12:17",65,NULL
2496,"2025-11-19 12:25:32",302,Delivery,1,7,"unbrand: black truck",65,NULL
2497,"2025-11-19 12:26:01",302,Delivery,1,7,"unbrand white truck out 12:29",65,NULL
2498,"2025-11-19 12:36:16",196,"First Employee",1,5,"gray suv",65,NULL
2499,"2025-11-19 12:54:21",302,Delivery,1,7,unbrand,65,NULL
2500,"2025-11-19 12:59:38",144,Pickup,2,31,"by white flatbed, 2 White pickup truck, left at 13:20",65,NULL
2501,"2025-11-19 13:40:12",144,Delivery,1,21,"UPS, left at 16:44",65,NULL
2502,"2025-11-19 13:41:18",196,Delivery,1,5,"FedEx, left at 13:45",65,NULL
2503,"2025-11-19 13:45:38",144,Delivery,1,08,"FedEx, left at 13:48",65,NULL
2504,"2025-11-19 13:59:40",144,Dropoff,1,10,"White SUV, left at 14:00",65,NULL
2506,"2025-11-19 14:23:00",163,Delivery,1,23B,"Amazon, out at 14:23",65,NULL
2507,"2025-11-19 14:59:04",144,Delivery,1,26,LaPlata,65,NULL
2508,"2025-11-19 15:00:00",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",65,NULL
2509,"2025-11-19 18:30:53",291,"START SHIFT",0,,"Do Not Edit - No Editar",12,NULL
2510,"2025-11-19 19:30:05",291,"START SHIFT",0,,"Do Not Edit - No Editar",71,NULL
2511,"2025-11-19 19:53:05",162,"Employee on site",1,137,1P,71,NULL
2512,"2025-11-19 20:01:32",162,"Cleaner on site",2,189,2P,71,NULL
2513,"2025-11-19 20:13:35",291,"START SHIFT",0,,"Do Not Edit - No Editar",16,NULL
2514,"2025-11-19 20:28:09",144,"Cleaner in",2,07,"Grey suv",12,NULL
2515,"2025-11-19 20:39:35",162,"Detailer on site",1,169,1P,71,NULL
2516,"2025-11-19 21:00:01",291,"START SHIFT",0,,"Do Not Edit - No Editar",39,NULL
2517,"2025-11-19 21:03:14",190,"Cleaner on site",1,40,"21:48 left, black suv",12,NULL
2518,"2025-11-19 21:07:04",177,"Cleaner on site",1,06,"Black suv out at 21:08",39,NULL
2519,"2025-11-19 21:15:04",156,"Delivery in",1,40,"DHL, 21:30 left",12,NULL
2520,"2025-11-19 21:21:33",188,"Cleaner on site",2,12,"red suv",39,NULL
2521,"2025-11-19 21:25:07",155,"Employee on site",1,14,,12,NULL
2522,"2025-11-19 21:29:04",189,"Cleaner on site",0,29,,39,NULL
2523,"2025-11-19 21:30:18",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",59,NULL
2524,"2025-11-19 21:30:25",291,"START SHIFT",0,,"Do Not Edit - No Editar",59,NULL
2525,"2025-11-19 21:32:10",311,"Site Down",0,,"9 33",71,NULL
2526,"2025-11-19 21:35:00",193,"Employee on site",1,37,1P,71,NULL
2527,"2025-11-19 21:47:54",291,"START SHIFT",0,,"Do Not Edit - No Editar",36,NULL
2528,"2025-11-19 21:48:09",291,"Change Split",1,na,10/11,59,NULL
2529,"2025-11-19 21:51:59",291,"START SHIFT",0,,"Do Not Edit - No Editar",20,NULL
2530,"2025-11-19 21:53:51",291,"START SHIFT",0,,"Do Not Edit - No Editar",94,NULL
2531,"2025-11-19 21:54:02",291,"START SHIFT",0,,"Do Not Edit - No Editar",34,NULL
2532,"2025-11-19 21:54:36",291,"START SHIFT",0,,"Do Not Edit - No Editar",27,NULL
2533,"2025-11-19 21:46:24",184,Pickup,1,03,"white suv, out at 21:47",39,NULL
2534,"2025-11-19 21:55:06",230,"Cleaner on site",3,36/63/38,,27,NULL
2535,"2025-11-19 21:55:48",291,"START SHIFT",0,,"Do Not Edit - No Editar",19,NULL
2536,"2025-11-19 21:57:55",291,"Change Split",1,,"luxriot, split 6 station 3",20,NULL
2537,"2025-11-19 21:59:32",291,"START SHIFT",0,,"Do Not Edit - No Editar",14,NULL
2538,"2025-11-19 21:59:33",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",56,NULL
2539,"2025-11-19 21:59:39",291,"START SHIFT",0,,"Do Not Edit - No Editar",56,NULL
2540,"2025-11-19 21:59:44",291,"START SHIFT",0,,"Do Not Edit - No Editar",74,NULL
2541,"2025-11-19 21:59:45",291,"START SHIFT",0,,"Do Not Edit - No Editar",32,NULL
2542,"2025-11-19 21:59:53",291,"Change Station",0,0,11/3,56,NULL
2543,"2025-11-19 21:59:49",291,"Change Split",0,,SPLIT11/ST2,74,NULL
2544,"2025-11-19 22:00:24",291,"Change Split",0,,"6/5 lux",39,NULL
2545,"2025-11-19 22:00:25",291,"Took station over",0,,"Split 11 st 4/OMNIA",14,NULL
2546,"2025-11-19 22:00:12",337,"Contractor on site",1,77,,19,NULL
2547,"2025-11-19 22:01:00",291,"START SHIFT",0,,"Do Not Edit - No Editar",69,NULL
2548,"2025-11-19 22:00:47",159,"Cleaner on site",1,23,"black pick up truck, white pick up truck out at 22:30",39,NULL
2549,"2025-11-19 22:00:41",189,"Employee out",1,35,"Blue Sedan",94,NULL
2550,"2025-11-19 22:01:49",337,"Cleaner on site",2,35,,19,NULL
2551,"2025-11-19 22:02:41",176,"Employee on site",2,36,,34,NULL
2552,"2025-11-19 22:02:53",120,"Employee out",1,14,"red suv",27,NULL
2553,"2025-11-19 22:00:10",291,"START SHIFT",0,,"Do Not Edit - No Editar",45,NULL
2554,"2025-11-19 22:02:16",193,"Security Patroling",1,37,,32,NULL
2555,"2025-11-19 22:03:25",340,"Cleaner out",1,15,"Blue Sedan",94,NULL
2556,"2025-11-19 22:02:57",338,Delivery,1,6,"XTRA OUT 10 04",71,NULL
2557,"2025-11-19 22:04:25",355,"Employee on site",3,103,"2 customers",20,NULL
2558,"2025-11-19 22:04:12",128,"Cleaner on site",2,82,,32,NULL
2559,"2025-11-19 22:04:30",164,"Employee in",1,Call,Call,69,NULL
2560,"2025-11-19 22:05:06",176,"Employee out",2,20,"black suv",34,NULL
2561,"2025-11-19 22:00:46",291,"START SHIFT",0,,"Do Not Edit - No Editar",13,NULL
2562,"2025-11-19 20:05:55",144,"Cleaner on site",3,a03,,32,NULL
2563,"2025-11-19 22:06:13",195,"Cleaner on site",1,23,,74,NULL
